indice,pmos,nmos,nodo,saida,corrente,LETth
847.0,-0.07557,0.6537,g1,g1,103.125,51835317.460317455
848.0,-0.1597,-0.9521,g1,g1,100.0,50264550.26455026
849.0,1.2121,-0.2593,g1,g1,134.375,67542989.41798942
850.0,0.2662,0.2565,g1,g1,112.5,56547619.047619045
851.0,-0.7733,-0.7401,g1,g1,84.375,42410714.285714276
852.0,0.1538,-1.9663,g1,g1,109.375,54976851.85185184
853.0,1.5227,0.2282,g1,g1,143.75,72255291.00529101
854.0,1.0299,-1.7126,g1,g1,131.25,65972222.222222224
855.0,-0.1178,0.1914,g1,g1,100.0,50264550.26455026
856.0,1.0188,0.6701,g1,g1,131.25,65972222.222222224
857.0,-0.1516,0.09672,g1,g1,100.0,50264550.26455026
858.0,-1.137,0.7195,g1,g1,75.0,37698412.6984127
859.0,1.8704,-0.7896,g1,g1,150.0,75396825.3968254
860.0,0.4002,-1.3413,g1,g1,115.625,58118386.24338624
861.0,-0.7447,-0.9935,g1,g1,84.375,42410714.285714276
862.0,1.2136,-0.4001,g1,g1,134.375,67542989.41798942
863.0,-0.3484,0.7275,g1,g1,93.75,47123015.87301587
864.0,1.3424,-0.973,g1,g1,137.5,69113756.61375661
865.0,1.6786,-0.8461,g1,g1,143.75,72255291.00529101
866.0,1.0677,0.3581,g1,g1,131.25,65972222.222222224
867.0,0.08362,0.3209,g1,g1,106.25,53406084.65608465
868.0,1.0911,-0.4623,g1,g1,131.25,65972222.222222224
869.0,0.06515,-0.5687,g1,g1,106.25,53406084.65608465
870.0,-0.8242,0.2234,g1,g1,81.25,40839947.08994709
871.0,-0.3784,-0.7433,g1,g1,93.75,47123015.87301587
872.0,0.307,-0.1282,g1,g1,112.5,56547619.047619045
873.0,1.7414,-0.7751,g1,g1,143.75,72255291.00529101
874.0,-0.5245,1.4775,g1,g1,90.625,45552248.67724867
875.0,-0.2954,-1.4893,g1,g1,96.875,48693783.06878307
876.0,-0.4304,-1.57,g1,g1,93.75,47123015.87301587
877.0,-1.5235,-0.2406,g1,g1,62.5,31415343.915343918
878.0,0.4068,-0.8059,g1,g1,115.625,58118386.24338624
879.0,0.7306,-1.0354,g1,g1,125.0,62830687.830687836
880.0,-0.2818,0.5249,g1,g1,96.875,48693783.06878307
881.0,-0.4541,1.6783,g1,g1,93.75,47123015.87301587
882.0,-0.4357,-0.685,g1,g1,93.75,47123015.87301587
883.0,-1.4452,0.4917,g1,g1,65.625,32986111.111111112
884.0,0.6944,1.6719,g1,g1,125.0,62830687.830687836
885.0,0.6308,1.0285,g1,g1,118.75,59689153.43915344
886.0,1.4269,-0.3958,g1,g1,137.5,69113756.61375661
887.0,-0.6473,2.6598,g1,g1,87.5,43981481.48148148
888.0,-1.4754,-0.9003,g1,g1,65.625,32986111.111111112
889.0,1.3093,-0.01288,g1,g1,137.5,69113756.61375661
890.0,-0.4328,-0.451,g1,g1,93.75,47123015.87301587
891.0,-1.1285,-0.457,g1,g1,75.0,37698412.6984127
892.0,1.749,2.1221,g1,g1,143.75,72255291.00529101
893.0,0.5914,1.2426,g1,g1,118.75,59689153.43915344
894.0,-0.1772,1.0344,g1,g1,100.0,50264550.26455026
895.0,1.5269,0.01118,g1,g1,143.75,72255291.00529101
896.0,-0.1286,0.1567,g1,g1,100.0,50264550.26455026
897.0,-0.09148,-0.01319,g1,g1,103.125,51835317.460317455
898.0,-0.05721,-0.8768,g1,g1,103.125,51835317.460317455
899.0,0.2568,-0.2478,g1,g1,112.5,56547619.047619045
900.0,-0.3956,-1.1715,g1,g1,93.75,47123015.87301587
901.0,-0.4749,0.1676,g1,g1,93.75,47123015.87301587
902.0,-1.5515,-0.184,g1,g1,62.5,31415343.915343918
903.0,-0.2787,-1.0724,g1,g1,96.875,48693783.06878307
904.0,-1.5907,-0.6929,g1,g1,62.5,31415343.915343918
905.0,1.106,0.3024,g1,g1,131.25,65972222.222222224
906.0,0.1458,1.1058,g1,g1,109.375,54976851.85185184
907.0,1.3339,0.6565,g1,g1,137.5,69113756.61375661
908.0,-1.3517,0.1842,g1,g1,68.75,34556878.306878306
909.0,-0.1738,-0.3833,g1,g1,100.0,50264550.26455026
910.0,-0.9385,-0.2171,g1,g1,78.125,39269179.894179896
911.0,-0.2064,-1.6621,g1,g1,100.0,50264550.26455026
912.0,-1.5988,-0.1179,g1,g1,62.5,31415343.915343918
913.0,-1.7309,0.7364,g1,g1,57.8125,29059193.12169312
914.0,1.3721,-0.08873,g1,g1,137.5,69113756.61375661
915.0,0.5587,0.3242,g1,g1,118.75,59689153.43915344
916.0,0.3266,1.2426,g1,g1,112.5,56547619.047619045
917.0,-1.2172,1.5678,g1,g1,71.875,36127645.50264551
918.0,0.329,1.3599,g1,g1,112.5,56547619.047619045
919.0,-2.0001,1.0664,g1,g1,50.0,25132275.13227513
920.0,0.6818,-0.649,g1,g1,121.875,61259920.63492063
921.0,1.4094,0.1336,g1,g1,137.5,69113756.61375661
922.0,0.3072,-0.9984,g1,g1,112.5,56547619.047619045
923.0,-0.4235,-0.1021,g1,g1,93.75,47123015.87301587
924.0,0.02484,0.428,g1,g1,106.25,53406084.65608465
925.0,-0.2315,-0.1174,g1,g1,100.0,50264550.26455026
926.0,-1.8247,0.6894,g1,g1,56.25,28273809.523809522
927.0,0.1863,1.2821,g1,g1,109.375,54976851.85185184
928.0,1.962,0.007914,g1,g1,150.0,75396825.3968254
929.0,-0.3941,-1.1717,g1,g1,93.75,47123015.87301587
930.0,-1.5049,0.9139,g1,g1,64.0625,32200727.51322751
931.0,0.5486,-0.8723,g1,g1,118.75,59689153.43915344
932.0,2.3183,1.4959,g1,g1,156.25,78538359.78835979
933.0,-1.4341,2.3477,g1,g1,65.625,32986111.111111112
934.0,-0.2682,-2.2563,g1,g1,96.875,48693783.06878307
935.0,-1.5244,-0.7372,g1,g1,62.5,31415343.915343918
936.0,-0.917,-0.5969,g1,g1,81.25,40839947.08994709
937.0,2.4339,-0.2148,g1,g1,156.25,78538359.78835979
938.0,-0.01633,1.2112,g1,g1,106.25,53406084.65608465
939.0,1.0282,-1.0935,g1,g1,131.25,65972222.222222224
940.0,-0.9345,2.3501,g1,g1,81.25,40839947.08994709
941.0,1.5002,-0.4669,g1,g1,140.625,70684523.8095238
942.0,0.4472,0.2396,g1,g1,118.75,59689153.43915344
943.0,-1.7796,0.1925,g1,g1,56.25,28273809.523809522
944.0,0.4242,-0.5113,g1,g1,115.625,58118386.24338624
945.0,-0.2016,-1.4187,g1,g1,100.0,50264550.26455026
946.0,0.925,-0.3865,g1,g1,128.125,64401455.02645502
947.0,0.5421,-0.7904,g1,g1,118.75,59689153.43915344
948.0,0.4355,0.5616,g1,g1,115.625,58118386.24338624
949.0,-0.9827,-0.07548,g1,g1,78.125,39269179.894179896
950.0,0.1194,0.7807,g1,g1,106.25,53406084.65608465
951.0,-1.1981,0.9427,g1,g1,71.875,36127645.50264551
952.0,0.4867,-0.106,g1,g1,118.75,59689153.43915344
953.0,0.6675,0.6417,g1,g1,121.875,61259920.63492063
954.0,-0.4285,0.128,g1,g1,93.75,47123015.87301587
955.0,0.1255,0.635,g1,g1,106.25,53406084.65608465
956.0,0.8971,-1.3835,g1,g1,125.0,62830687.830687836
957.0,-0.09803,-0.1247,g1,g1,103.125,51835317.460317455
958.0,0.877,-0.2045,g1,g1,125.0,62830687.830687836
959.0,2.6867,1.2897,g1,g1,162.5,81679894.17989418
960.0,0.2781,-0.5258,g1,g1,112.5,56547619.047619045
961.0,0.9716,-0.9158,g1,g1,131.25,65972222.222222224
962.0,-0.2855,1.4736,g1,g1,96.875,48693783.06878307
963.0,-1.0462,0.746,g1,g1,78.125,39269179.894179896
964.0,0.4789,-0.8215,g1,g1,118.75,59689153.43915344
965.0,0.6541,1.7273,g1,g1,121.875,61259920.63492063
966.0,-0.2188,1.1631,g1,g1,100.0,50264550.26455026
967.0,-0.05795,1.2095,g1,g1,103.125,51835317.460317455
968.0,-0.1569,0.07764,g1,g1,100.0,50264550.26455026
969.0,0.02001,1.308,g1,g1,106.25,53406084.65608465
970.0,-0.3188,0.5214,g1,g1,96.875,48693783.06878307
971.0,0.5913,0.7453,g1,g1,118.75,59689153.43915344
972.0,1.0391,0.3958,g1,g1,131.25,65972222.222222224
973.0,-1.661,1.0121,g1,g1,59.375,29844576.71957672
974.0,-0.9431,0.9937,g1,g1,78.125,39269179.894179896
975.0,-0.5039,-0.9984,g1,g1,90.625,45552248.67724867
976.0,-0.674,2.1977,g1,g1,87.5,43981481.48148148
977.0,-1.0954,2.4,g1,g1,75.0,37698412.6984127
978.0,0.1115,1.3746,g1,g1,106.25,53406084.65608465
979.0,-2.05,0.3543,g1,g1,50.0,25132275.13227513
980.0,1.2649,0.4259,g1,g1,137.5,69113756.61375661
981.0,-0.3199,-0.3524,g1,g1,96.875,48693783.06878307
982.0,-0.04959,-0.3117,g1,g1,103.125,51835317.460317455
983.0,0.4101,0.8097,g1,g1,115.625,58118386.24338624
984.0,-1.439,0.7271,g1,g1,65.625,32986111.111111112
985.0,0.7173,0.4858,g1,g1,125.0,62830687.830687836
986.0,-0.9827,-0.3619,g1,g1,78.125,39269179.894179896
987.0,1.0548,0.3055,g1,g1,131.25,65972222.222222224
988.0,-0.5531,-0.4026,g1,g1,90.625,45552248.67724867
989.0,-0.1192,0.5045,g1,g1,103.125,51835317.460317455
990.0,-0.8097,0.9189,g1,g1,84.375,42410714.285714276
991.0,0.2173,1.5435,g1,g1,112.5,56547619.047619045
992.0,0.5594,-1.9055,g1,g1,118.75,59689153.43915344
993.0,-1.2185,-1.2873,g1,g1,71.875,36127645.50264551
994.0,0.6076,-1.0609,g1,g1,118.75,59689153.43915344
995.0,-0.8679,-0.08365,g1,g1,81.25,40839947.08994709
996.0,1.7402,0.6558,g1,g1,143.75,72255291.00529101
997.0,1.0487,-1.7567,g1,g1,131.25,65972222.222222224
998.0,-0.9824,-0.2311,g1,g1,78.125,39269179.894179896
999.0,-1.2004,-1.5606,g1,g1,71.875,36127645.50264551
1000.0,1.1071,1.2675,g1,g1,131.25,65972222.222222224
